id,titulo,argumento,link_libreria
92,"QUERIDA MARTHA: LA RESPUESTA ESTA EN TU","Este libro es un compendio de las consultas que recibió Martha Beato a lo largo de 6 años en su columnas del Listín Diario y Diario El Universo de Ecuador. Todo tipo de situaciones familiares, de trabajo, de pareja y personales encuentran aquí distintas respuestas y propuestas con un eje común: sea cual fuere el problema, la solución comienza en uno mismo: la madre soltera, la hija abandonada, la vida en familia, el manejo de la infidelidad, el amor y el desamor, entre otros. Su labor como psicoterapeuta durante décadas es ampliamente conocida en la República Dominicana. La idea general que sustenta su trabajo apunta a un despertar de la inmensa capacidad de recuperación, reflexión y acción que yace —a veces dormida— en cada persona. ""Querida Martha"" de Martha Beato, es un libro que he leído con deleite y asombro, Lo del deleite tiene que ver con las formas, y asombro con el fondo. Y es que, por una parte, Martha resume su experiencia, y nos regala toda su gracia con un estilo ameno y coloquial que facilita la comunicación de sus mensajes; y por el otro, nos muestra el asombro de ser occidental y sus miserias, problemas, traumas, inseguridades, pobrezas, en el amor, la familia o el trabajo. Con sus respuestas, muestra cuánto ha perdido las riendas de su caballo -su vida- el ser dominicano atrapado en los laberintos de una postmodemidad que en el caso dominicano, sin ruborizarse, pasa del iPad al motoconcho como si nada. A mí, ""Querida Martha"" me parece un vademécum de alma, razón y corazón. Pablo McKinney Pocas veces un/a profesional de la conducta humana comparte de manera espontánea las experiencias aprendidas a lo largo de su ejercicio como orientadora, como lo hace Martha Beato en su libro ""Querida Martha"". Todos y todas estamos reflejadas total o parcialmente en las problemáticas que aborda o nos ha tocado vivir en algún momento las situaciones planteadas, recibiendo orientaciones prácticas con un alto sentido de profesionalidad. Magaly Caram",http://www.libreriacuesta.com/detalle/default.asp?mat=6192822
93,"51 RECETAS FINANCIERAS. PARA UNA MEJOR C","Mi columna Economía Personal en la Revista Estilos, que sale todos los sábados en el periódico dominicano Diario Libre, se convirtió para mu­chos en una costumbre. Agradezco a los lectores que con sus comenta­rios y fidelidad han anclado mis letras en las páginas de dicho semanario. Escribir semana a semana sobre economía personal puede parecer una tarea fácil o aparentar una dificultosa labor. No debemos repetir concep­tos, nos comprometemos a entretener, enseñar y traer bienestar a los lec­tores entregándoles instrumentos útiles e implementables. No me gusta el lenguaje rebuscado y me encanta que puedan leerlo todos los miembros de la familia. O sea, es una tarea compleja. 51 Recetas Financieras para una Mejor Calidad de Vida es una recopila­ción de mis escritos que nos llevan semana a semana a ver situaciones de la vida diaria con un punto de vista diferente, profundo y con consecuen cias monetarias. Encontrarás guías para comprar una casa, como es la columna M casa propia, o una muy filosófica ¿Nos hace felices el dinero?, así como la ana logia que hice con la anécdota del chofer de Max Planck cuando lo sustitu yó para dar un discurso después de haberlo escuchado decenas de veces Sabiduría ctioferil, que nos pone a pensar sobre la educación de nuestros hijos y lo que lograrán con ella.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190202
94,"DICCIONARIO DEL ESPAÑOL DOMINICANO (TB)","El Diccionario del español dominicano es el primer diccionario académi­co de la República Dominicana. Registra las palabras y las acepciones del vocabulario usual en el español dominicano que no tienen un uso común en el español. No tiene una orientación normativa; en él aparece el léxico usual con independencia de su apego a las normas lingüísticas, académicas o no. Ponemos a disposición de los lectores una obra que incluye el léxico del español dominicano del siglo XX y del XXI hasta nuestros días, el vigente y frecuente en el presente y también el desaparecido o en vías de desapa­rición por razones generacionales o de cambios en la cultura o en la forma de vida de la sociedad dominicana. Las palabras y las acepciones, además de su definición y de la informa­ción gramatical, ofrecen datos sobre su valoración social, estilística o sobre la connotación que tienen para el hablante. En sus páginas se describen más de 11,000 palabras, con más de 14,000 acepciones, 4,250 locuciones y 8,000 ejemplos. La Academia Dominicana de la Lengua y la Fundación Guzmán Ariza pro Academia Dominicana de la Lengua ofrecen con el Diccionario del espa­ñol dominicano una obra de consulta excepcional para el conocimiento y el aprecio de la variedad dominicana de la lengua española.",http://www.libreriacuesta.com/detalle/default.asp?mat=6184303
95,MAESTRIA,"Para Robert Greene, el aclamado autor de Las 48 leyes del poder, todos tenemos la posibilidad de desarro­llar nuestras facultades e inteligencia para lograr la maestría. Ésta representa el punto más alto del potencial humano y es la fuente de los mayores logros y descubrimientos. Maestría desmiente de manera definitiva muchos mitos sobre el genio, demostrando que cada uno de nosotros, sin importar su sexo, clase social o condición económica, lleva en su interior la semilla para ser un maestro si decide seguir el camino que lleva a la grandeza. La vocación, el aprendizaje y la práctica más rigurosa se unen para impulsarnos hasta alcanzarla cima.",http://www.libreriacuesta.com/detalle/default.asp?mat=6188487
96,"EL RON EN LA HISTORIA DOMINICANA T.II","Este tomo II de El ron en la historia dominicana versa sobre la historia del ron en el siglo XX y en la primera década del XXI, y completa así el ciclo que fue iniciado con la publicación del tomo I, en 1988, con motivo del centenario de la empresa Brugal & Co. Se recuerda que el tomo I, puesto en circulación el 14 de septiembre de 1988, abarcaba el tiempo histórico desde los antecedentes (bebidas en la sociedad taina), el aguardiente y el ron en el período colonial, hasta la producción industrial en el período 1880-1899, así como la eti­mología de la palabra ron, y la síntesis de la producción del ron y del aguardiente. En esa memorable ocasión el ingeniero George Arzeno Brugal, hoy día fallecido, expresó que en el país no se podía hablar de ron sin que de inmediato surgiera en el pensamiento de todos una instantánea aso­ciación de ideas por la identificación que podríamos llamar simbiótica entre este producto y la casa Brugal. Puede decirse que el ron fue un producto de enorme preponde­rancia a todo lo largo del siglo XX, así como también en la primera década del siglo actual. Este tomo trata la historia del ron en las diversas etapas de la his­toria dominicana, en los aspectos de producción, comercialización, distribución y consumo.",http://www.libreriacuesta.com/detalle/default.asp?mat=6192842
97,LIDERAZGO,"He reunido los trabajos de más de veinte años que mejor ilustran el impacto positivo de la 1E en relación con la excelencia personal y organizativa. Este libro debe considerarse una ""caja de herramientas"". Cada capítulo representa un artefacto único y útil que ayudará a líderes, entrenadores, directivos de recursos humanos, instructores y educadores a guiar y motivar de manera efectiva. Daniel Goleman He aquí la primera selección exhaustiva de los hallaz-gos de Daniel Goleman relacionados con el concepto de liderazgo. Este material, a menudo citado y de probada eficacia, ayudará a desarrollar la capacidad de dirección, ejecución e innovación. La presente selección incluye, en un solo volumen, los escritos más solicitados de Goleman. Por último, también abre una nueva vía que redefine la labor del líder así como el módo en que este puede desarrollar una mayor IE gracias a los últimos descubrimientos acerca de la neuroplasticidad del cerebro.",http://www.libreriacuesta.com/detalle/default.asp?mat=6192139
98,"LA PROMESA ILUSORIA: LA REPUBLICA DOM.","¿Fue solo una ilusión el desarrollo dominicano que se vislumbraba a inicios de siglo XX? Paul Muto en esta clara y sugestiva investigación examina la estructura socioeconómica de las primeras tres décadas del siglo XX y evalúa su importancia para el curso de la moderna historia dominicana. El autor analiza el rápido proceso de expansión económica basado en la agricultura de exportación, las oportunidades de desarrollo que brindó y el carácter de la economía local. Su análisis permite ver de qué manera los cambios importantes de inicios de siglo produjeron una nueva estratificación socioeconómica, redefinieron las relaciones entre el campo y la ciudad y, además, crearon las condiciones para el ascenso de Trujillo al poder. Esta obra deja ver también cómo la economía no solo es una relación entre factores (mercados, mano de obra, capital y tierra), sino una moldeada por las ideas, actitudes y decisiones de individuos y grupos sociales. En este sentido, Muto muestra cómo las visiones de progreso de Eugenio María de Hostos y Pedro Bonó, y los intereses e ilusiones de las élites y de las clases medias y populares intervinieron para encaminar -o desencaminar- el progreso dominicano. Señala Muto: ""la historia de la República Dominicana es única e interesante, pero es también una demostración de los dilemas que ha encarado un pequeño país para lograr su desarrollo socioeconómico y construir una sociedad mejor"".",http://www.libreriacuesta.com/detalle/default.asp?mat=6193016
99,"CIUDADES DE PAPEL","En su último año de instituto, Quentin no ha aprobado ni en popularidad ni en asuntos del corazón... Pero todo cambia cuan­do su vecina, la legendaria, inalcanzable y enigmática Margo Roth Spiegelman, se presenta en mitad de la noche para propo­nerle que le acompañe en un plan de venganza inaudito. Des­pués de una intensa noche que reaviva el vínculo de una infancia compartida y parece sellar un nuevo destino para ambos. Margo desaparece dejando tras de sí un extraño cerco de pistas. Con un estilo único que combina humor y sensibilidad, John Green, el autor de Bajo la misma estrella, teje una emotiva his­toria a la que da vida un inolvidable elenco de personajes. Gana­dora el prestigioso premio Edgar, Ciudades de papel aborda los temas de la amistad, el amor y la identidad para plantearnos una pregunta: ¿vemos en los demás, y en nosotros mismos, solo aquello que queremos ver?",http://www.libreriacuesta.com/detalle/default.asp?mat=6191382
100,"EL JUEGO DE RIPPER (TB)","""Mi madre todavía está viva, pero la matarán el Viernes Santo a medianoche"", le advirtió Amanda Martín al inspector jefe y éste no lo puso en duda, porque la chica había dado pruebas de saber más que él y todos sus colegas del Departamento de Homicidios. La mujer estaba cautiva en algún punto de los dieciocho mil kilómetros cuadrados de la bahía de San Francisco, tenían pocas horas para encontrarla con vida y él no sabía por dónde empezar a buscarla. Amanda es hija de Bob Martin, inspector jefe del departamento de policía de San Francisco. A ella le gustan los juegos de rol y los comparte con su abuelo. Juntos descifran casos reales en internet, mientras barajan opciones y consideran las pistas. Sin embargo, un día descubren fuertes indicios de un posible asesino en serie. Cuando se lo informan a Bob, éste no les cree hasta que su ex esposa, Indiana, desaparece de forma misteriosa. Todas las pistas que Amanda y su abuelo han recolectado durante su juego apuntan al asesino que, sospechan, ronda las calles de su querida ciudad.",http://www.libreriacuesta.com/detalle/default.asp?mat=6186096
101,"LEAL (3)","La sociedad dividida en facciones en la que antes creía Tris Prior ha quedado he­cha pedazos, fracturada por la violencia y las luchas de poder, y marcada por la trai­ción. Así que, cuando tiene la oportunidad de explorar el mundo más allá de los límites que siempre ha conocido, Tris está más que dispuesta. Puede que, al otro lado de la valla, Tobias y ella descubran una nueva vida juntos más sencilla, libre de mentiras, lealtades confusas y recuerdos dolorosos. Sin embargo, la nueva realidad de Tris es aún más inquietante que la que ha deja­do atrás. Lo que creían haber descubierto deja de tener sentido. Surgen verdades explosivas que hacen cambiar de opinión a sus seres queridos. Y, de nuevo, Tris lucha por comprender las complejidades de la naturaleza humana (y de su propia natu­raleza) a la vez que se enfrenta a eleccio­nes imposibles que tienen que ver con el valor, la lealtad, el sacrificio y el amor. Contada desde una doble perspectiva fas­cinante, Leal, de la autora superventas del New York Times Veronica Roth, nos ofrece la impactante conclusión de la saga Diver­gente y nos revela los secretos del mundo distópico que ha cautivado a millones de lectores.",http://www.libreriacuesta.com/detalle/default.asp?mat=6188410
102,"DISPARA, YO YA ESTOY MUERTO","Una extraordinaria novela de personajes inolvi­dables cuyas vidas se enrrelazan con momentos clave de la Historia, desde finales del siglo XIX hasta mediados del XX, y que recrea la vida en ciudades tan emblemáticas como San Peters­burgo, París o Jerusalén. Dispara, yo ya estoy muerto es una historia llena de historias, una gran novela que esconde mu­chas novelas y que, desde su enigmático título hasta su inesperado final, alberga más de una sorpresa y emociones a flor de piel.",http://www.libreriacuesta.com/detalle/default.asp?mat=6182806
103,"LAZOS DE FAMILIA","Una llamada cambió la vida de Annie Ferguson para siempre. De la noche a la mañana, tuvo que dejar las fiestas y los viajes para convertirse en una madre de familia improvisada y hacerse cargo de sus tres sobrinos. Dieciséis años después, Annie se ha convertido en una reputada arquitecta tremendamente orgullosa de sus niños: Liz es editora de la revista Vogue, Ted estudia Derecho y Kate, Diseño. Ahora que ya llevan vidas independientes, Annie comienza a sentirse un poco sola en casa y a r.rrepentirse de haberse resignado a vivir sin el amor de un hombre durante tantos años. Sin embargo, un esguince de tobillo hará que se tope de frente con el amor en el lugar más inesperado: la sala de urgencias de un hospital. Allí conocerá a Tom Jefferson, un apuesto y exitoso presentador de televisión con el brazo fracturado que no está dispuesto a dejarla escapar. Con Lazos de familia, Danielle Steel nos ofrece una historia conmovedora sobre la fuerza indestructible de la familia y el descubrimiento del amor verdadero.",http://www.libreriacuesta.com/detalle/default.asp?mat=6190848
